,book,author,price
1933,Mobius's Legend ล.2 วงแหวนที่หายไป,lilin,152.10 บาท
1934,Mobius's Legend ล.1 วงแหวนที่หายไป,lilin,170.10 บาท
1935,คุณซาซามิ @ ไม่พยายามหน่อยเหรอ ล.3,Akiar,112.50 บาท
1936,ACCEL WORLD ล.1,กองบรรณาธิการ,144.00 บาท
1937,โยโรซึยะ ร้านนี้รับทำงานสารพัดล้างหนี้ 1,PRUEKSA AMARUJI / GOIT STUDIO,144.00 บาท
1938,ชุด Box Set เพชรพระอุมา 48 ปี ชุดที่ 9 ตอนจิตรางคนางค์ (ล.33-36),พนมเทียน,846.00 บาท
1939,นักสืบเทพนิยาย เล่ม 3:เวทมนตร์ร้ายของเ,Michael Buckley,148.50 บาท
1940,The Sunken Moon ปริศนาพิภพมายา 4,Shui Quan,125.10 บาท
1941,Monster Soul Online Vol.2 สองพันธมิตรต้านมังกร,Persona,180.00 บาท
1942,Monster Soul Online Vol.5 รัตติกาลนิรันดร์,Persona,180.00 บาท
1943,Monster Soul Online Vol.6 บันทึกร้อยดาบ,Persona,180.00 บาท
1944,Monster Soul Online Vol.8 นครไร้ขอบเขต,Persona,180.00 บาท
1945,Monster Soul Online Vol.10 สงครามเทพยุทธ์,Persona,180.00 บาท
1946,Monster Soul Online Vol.4 มรสุมเมืองเกรีย,Persona,180.00 บาท
1947,Monster Soul Online Vol.3 อวสานราชัน,Persona,180.00 บาท
1948,Monster Soul Online Vol.7,Persona,180.00 บาท
1949,Monster Soul Online Vol.9 มังกรพยัคฆ์,Persona,180.00 บาท
1950,Monster Soul Online No.12 ต.ประกาศิตจอมโ,Persona,180.00 บาท
1951,จอมพรานกับดอกไม้ศักดิ์สิทธิ์,ขุนพลอย,205.20 บาท
1952,เจ้าหญิงเสี้ยวมังกร ล.3,Kitamoto Akino,112.50 บาท
1953,การกลับมาของสาวสองพันปี,Rider Haggard,223.20 บาท
1954,คุณขอมาพระเจ้าจัดให้ ล.4,กองบรรณาธิการ,112.50 บาท
1955,สาวน้อยวรรณกรรมกับเทพธิดาแห่งวารี ล.6,PRUEKSA AMARUJI / GOIT STUDIO,144.00 บาท
1956,ผู้พิทักษ์หนูน้อยหมวกแดง ภารกิจที่ 4 ปณิธานอันตราย,เนบิวลา,188.10 บาท
1957,จรูญจรัสรัศมีพราว พร่างพร้อย,วินทร์ เลียววาริณ,153.00 บาท
1958,Demon Kiss คำสาปรัตติกาล 2,App Sleep,170.10 บาท
1959,Dark Artist พิศวงโลกแห่งศิลป์,ภาณุมาศ,170.10 บาท
1960,เทพยุทธ์เซียน GLORY เล่ม 5,หูเตี๋ยหลาน,337.50 บาท
1961,Box Set ปริศนาสมบัติอัจฉริยะ,jude watson,"1,647.00 บาท"
1962,อยากให้เรื่องนี้ไม่มีโชคร้าย ล.6 ต.คฤหาส,เลโมนี สนีกเกต,103.50 บาท
1963,แฮร์รี่ พอตเตอร์ ล.7 กับเครื่องรางยมทูต (ลายเซ็นต์) (ปกอ่อน),เจ .เค โลลิ่ง,490.50 บาท
1964,The Manual คู่มือครองโลก 4,M. Cat,134.10 บาท
1965,Double Voyager คู่หูคู่ป่วน Vol.03,Tian Zui (เทียนจุ้ย),143.10 บาท
1966,นักรบแห่งมังกร ภาค 3 ลำนำสุดท้ายแห่งโชคชะตา,มือสังหารแห่งรัตติกาล,224.10 บาท
1967,THE PICKLE KING คดีปริศนาราชาผักดอง,รีเบกก้า พรอมิทเซอร์,265.50 บาท
1968,ตำนานจิ้งจอกทอง เล่ม 1,mizato,206.10 บาท
1969,อาร์ทิมิส ฟาวส์ และอาณาจักรที่สาบสูญ,โอเว่น โคลเฟอร์,288.00 บาท
1970,ดิ เอเมอรัลด์ แอตลาส แผนที่มรกตมนตรา มหาคัมภีร์บุพกาล ล.1,จอห์น สตีเฟนส์,355.50 บาท
1971,Beautiful Redemption : อวสานมนตรา (Beautiful Creatures ล.8) (เล่มจบ),Kami Garcia,234.00 บาท
1972,ปีเตอร์ นิมเบิลกับตาวิเศษ,Jonathan Auxier,283.50 บาท
1973,Evolution Online Vol.8 วิวัฒนาการสะท้านโลก,Night Berry,180.00 บาท
1974,ACCEL WORLD ล.7,Reki Kawahara,144.00 บาท
1975,จอมราชันแห่งภูต 2 ภาคเส้นทางแห่งโชคชะตา,เลิศภพจบแดน,252.00 บาท
1976,มายาจอมคาถา My Wicked Wizard ล.3,V.Rondell,198.00 บาท
1977,หน่วยพิฆาตคนเหนือมนุษย์ล.4เงามืดอันลึกลับ,มาวหลัว,207.00 บาท
1978,คุณซาซามิ @ ไม่พยายามหน่อยเหรอ ล.1,กองบรรณาธิการ,144.00 บาท
1979,ปฏิบัติการพลิกวิกฤตสวนสนุก ล.1,กองบรรณาธิการ,144.00 บาท
1980,ปฏิบัติการรักจักรกลทะยานฟ้า ล.3,กองบรรณาธิการ,144.00 บาท
1981,สงครามออนไลน์อลเวง ภาคกำเนิดเนเมซิส ล.1,MaSaLaN,189.00 บาท
1982,The Heroes of Olympus 2 บุตรแห่งสมุทรเทพ (ปกแข็ง),Rick Riordan (ริค ไรออร์แดน),422.10 บาท
1983,อยากให้เรื่องนี้ไม่มีโชคร้าย ล.8 ต.โรงพย,Lemony Shoket,103.50 บาท
1984,ชุด The Vaga's Saga ตำนานผู้กล้าชาวไร่ 1-2 (2 เล่มจบ),Jinze,358.20 บาท
1985,The Legend of Sun Knight พลิกตำนานเทพอัศวิน 2,อวี้หว่อ(Yu wo),134.10 บาท
1986,โรงเรียนป่วนก๊วนคนบ๊อง เล่ม 6.5,KENJI INOUE (เค็นจิ อิโนะอุเอะ),152.10 บาท
1987,Beyond the Spotlights อุบัติรักนอกจอ 1,Ying Ye,157.50 บาท
1988,Residence of Monsters ก๊วนปีศาจอลเวง เล่ม 7,หลันฉีจั่วเริ่น,153.00 บาท
1989,เบนิตา: หยิงสาวปริศนาขุมทรัพย์,ขุนพลอย,214.20 บาท
1990,เดือนช่วงดวงเด่นฟ้า ดาดาว (ปก-ราคาใหม่),วินทร์ เลียววาริณ,153.00 บาท
1991,ขุมสมบัติพรายทะเล ล.2,Pieretla Dawn,220.50 บาท
1992,ภามคนรับจ้างตาย ภาค ปริศนาชายผมแดง ปริศนาชิ้นที่ 4 ศาสตร์แสวงกรรม,วาฬน้ำเงิน,161.10 บาท
1993,จักรวาลปีศาจ ล.2 แสงมรณะ,Darren Shan,148.50 บาท
1994,กระจกวารี ล.3 ตอนวาทะกระจก,Kai Meyer,148.50 บาท
1995,Gun Princess 1,มาโดกะ ทาคาโดโนะ,135.00 บาท
1996,พันธสัญญาเจ้าสาวมังกร,นาโฮะ วาตารุมิ,130.50 บาท
1997,Boxset M.House จ้างมา...ป๋าจัดให้,รวมนักเขียน,"1,413.00 บาท"
1998,Dive หัวใจไม่หยุดฝัน ตอนที่ 1 ลังกาหน้าเข่าคู้สามรอบครึ่ง,โมริ เอโตะ,148.50 บาท
1999,กระจกวารี ล.2 ตอนแสงศิลา,Kai Meyer,175.50 บาท
2000,Dive หัวใจไม่หยุดฝัน ตอนที่ 1 ลังกาหน้าเข่าคู้สามรอบครึ่ง,โมริ เอโตะ,148.50 บาท
2001,กระจกวารี ล.2 ตอนแสงศิลา,Kai Meyer,175.50 บาท
2002,Beautiful Darkness : เนตรมนตรา (Beautiful Creatures ล.3),Kami Garcia,225.00 บาท
2003,Beautiful Darkness : คำพิพากษา (Beautiful Creatures ล.4),Kami Garcia,256.50 บาท
2004,เจ้าหญิงเสี้ยวมังกร ล.2,Kitamoto Akino,130.50 บาท
2005,เปียโนโซนาตาแห่งการอำลา ล.4,Hikaru Sugii,144.00 บาท
2006,ปฏิบัติการรักเจ้าหญิงนักฆ่า ล.2,กองบรรณาธิการ,112.50 บาท
2007,ปฏิบัติการรักเจ้าหญิงนักฆ่า ล.3,กองบรรณาธิการ,130.50 บาท
2008,ราชันย์โลหิตรัตติกาล ล.2,กองบรรณาธิการ,162.00 บาท
2009,Cutting : เชือดคืนชีพ ~คดีของมิโอะ~,ไดสุเกะ ฮาเนตะ,152.10 บาท
2010,KNIGHT OF DARKNESS ปีศาจอัศวิน ภาค 2 เล่ม 8,มู่เฉิน,143.10 บาท
2011,KNIGHT OF DARKNESS ปีศาจอัศวิน ภาค 2 เล่ม 7,มู่เฉิน,143.10 บาท
2012,พรุ่งนี้ผมจะเดตกับเธอคนเมื่อวาน Tomorrow I will Date With Yesterday's You,Takafumi Nanatsuki,270.00 บาท
2013,Seth Grahame-Smith : คืนหฤโหดอันศักดิ์สิทธิ์ (ปกใหม่),เซ็ท แกรห์ม-สมิธ,306.00 บาท
2014,ความลับแห่งทวีปสาบสูญ ล.1 นัยน์ตาสะกดมิติ,Season Cloud,189.00 บาท
2015,Dragon ข้าขอรั่ว,กระต่ายสองสี,152.10 บาท
2016,Demon Kiss คำสาปรัตติกาล 1,App Sleep,170.10 บาท
2017,นักสืบคลาส B เล่ม 3ตอนหมายจับพญายม,เจี๋ยเค่อหูเจียว,171.00 บาท
2018,Legacy of Disastep แกะรอยมรดกแห่งหายนะ,Finch (ฟินช์),170.10 บาท
2019,ZOKENYO อสูรตนสุดท้าย เล่ม 2,B 13 s.t,270.00 บาท
2020,ZOKENYO อสูรตนสุดท้าย เล่ม 4 จบ,B 13 s.t,360.00 บาท
2021,ZOKENYO อสูรตนสุดท้าย เล่ม 1,B 13 s.t,279.00 บาท
2022,ZOKENYO อสูรตนสุดท้าย เล่ม 3,B 13 s.t,270.00 บาท
2023,อาถรรพ์ดินแดนรัตติกาล ตอนนักล่าปิศาจ,มิเชลล์ เพเวอร์,288.00 บาท
2024,อเล็กซานเดอร์ ล.1 โอรสแห่งความฝัน,วาเลริโอ มาสซิโม แมนเฟรดิ,265.50 บาท
2025,สายเลือดมังกร ต.ทายาทมังกรดิน,อัสนี,252.00 บาท
2026,เพนดรากอน ต.นครสาบสูญแห่งฟาร์,ดี.เจ.แมลเฮล,225.00 บาท
2027,อภินิหารไคร์ทา ต.ความทรงจำที่หวนคืน,ธารพันวา,287.10 บาท
2028,เพนดรากอน ต. วารีนิล,ดี.เจ.แมลเฮล,225.00 บาท
2029,คนเหนือมนุษย์,,216.00 บาท
2030,เพนดรากอน ต.พ่อค้าความตาย,ดี.เจ.แมลเฮล,225.00 บาท
2031,โอษฐ์เทวะ : ประสบการณ์แห่งจิตวิญญาณของภู,ภูเตศวร วิศวนาถ,224.10 บาท
2032,ชุดเพนดรากอน ล.1-3 บรรจุกล่อง,กองบรรณาธิการ,675.00 บาท
2033,เพนดรากอน 6 มหานทีแห่งชาดา,ดี.เจ.แมลเฮล,225.00 บาท
2034,ฟอว์ซียา...วีนัสแห่งลุ่มน้ำไนล์,วราวุธ,225.00 บาท
2035,The Sunken Moon ปริศนาพิภพมายา พิเศษ 2,Shui Quan,134.10 บาท
2036,เทพยุทธ์เซียน GLORY เล่ม 3,หูเตี๋ยหลาน,337.50 บาท
2037,Seth Grahame-Smith : คืนวันที่ข้าพเจ้าล่าแวมไพร์ (ปกใหม่ล่าสุด),เซ็ท แกรห์ม-สมิธ,310.50 บาท
2038,Indulgence หลงใหล เล่ม 1,Ying Ye,166.50 บาท
2039,เซน จอมเวทอหังการ เล่ม 3,manmanto,324.00 บาท
2040,กลศึกครึ่งสงคราม (Half a War),โจ อเบอร์ครอมบี,396.00 บาท
2041,ปกรณัมแดนจันทรา 4 เล่ม 1 สโนว์ไวท์กับผู้กล้าทั้งแปด,Marissa Meyer,395.10 บาท
2042,ปกรณัมแดนจันทรา 4 เล่ม 2 สโนว์ไวท์กับผู้กล้าทั้งแปด,Marissa Meyer,233.10 บาท
2043,ผู้มาเยือนหลังเที่ยงคืน (A Monster Calls),แพทริก เนส (Patrick Ness),265.50 บาท
2044,เดอะ เกิร์ล วิท ออลล์ เดอะ กิฟท์ THE GIRL WITH ALL THE GIFTS,เอ็ม.อาร์ แครีย์,333.00 บาท
2045,The Story of Dream,Enzo,247.50 บาท
2046,แด่เด็กชายผู้เฝ้ารอฤดูใบไม้ผลิ,ฝุ่น,116.10 บาท
2047,The Sunken Moon ปริศนาพิภพมายา 5,Shui Quan,134.10 บาท
2048,นักสืบคลาส B เล่ม 4,เจี๋ยเค่อหูเจียว,171.00 บาท
2049,การผจญภัยของฮักเคิลเบอร์รี่ ฟินน์,มาร์ก ทเวน,288.00 บาท
2050,ล่าขุมทรัพย์มหากาฬ / Treasure,Clive Cussler,360.00 บาท
2051,คู่แฝดไขปริศนา เล่ม 2 : เสียงกระซิบจากผนัง,Sophie Cleverly,166.50 บาท
2052,เทพยุทธ์เซียน GLORY  เล่ม 1,หูเตี๋ยหลาน,337.50 บาท
2053,Residence of Monsters ก๊วนปีศาจอลเวง ล.6,หลันฉีจั่วเริ่น,153.00 บาท
2054,Devil Academy โรงเรียนปีศาจ ล.6(จบ)วังวน,หลินจิง,180.00 บาท
2055,ตุ๊ดทะลุมิติ (พิภพจอมนาง) เล่ม 5,นปภา,261.00 บาท
2056,Devil Academy โรงเรียนปีศาจ เล่ม 5 พาหะสีเลือด,หลินจิง,180.00 บาท
2057,Absolute Zero สืบสยอง ล.5 ศพคุณไสย,ฝานลั่ว,207.00 บาท
2058,มายาจอมคาถา My Wicked Wizard เล่ม 8(จบ),V.Rondell,306.00 บาท
2059,NEW BLOOD:The Artifact Hunter เล่ม 5(จบ) ตอน คนโทแห่งพาร็อดน่า,Nithin,180.00 บาท
2060,Jelly King ราชาวุ้นกับเหล่าสมุนโลกออนไลน์ 2,originalBlueSin,206.10 บาท
2061,Revolve World Online เปิดตำนานจอมมารฯ 3,Isarang,161.10 บาท
2062,Franklin's Mansion ภาค ของเล่นชิ้นใหม่,Pink Devil,188.10 บาท
2063,Legacy of Disaster แกะรอยมรดกแห่งหายนะ 2,Finch (ฟินช์),179.10 บาท
2064,Lost Prince เรื่องวุ่นวายเจ้าชายหายตัวไป,First Water,170.10 บาท
2065,สารานุกรมสีดำ ตำนานบาปคนเปื้อนเลือด,ฟองน้ำ,179.10 บาท
2066,บริษัทพิทักษ์คุณหนู Kapper Version,Nebula,89.10 บาท
2067,ภาม คนรับจ้างตาย ปริศนาชิ้นที่3 เครื่องไขกาล,วาฬน้ำเงิน,170.10 บาท
2068,บริษัทพิทักษ์คุณหนู Akin Version,Nebula,67.50 บาท
2069,ภาม คนรับจ้างตาย,วาฬน้ำเงิน,125.10 บาท
2070,INCOGNITO วันวานกับกาลเวลา,ZE'EV,305.10 บาท
2071,คู่บุรษกู้ใต้หล้า 1-2 (2 เล่มจบ),Li Wei Qi,395.10 บาท
2072,The Region ทีมสังหาร VS อวสานโลก เล่ม 4 ตอนชิงความเป็นใหญ่,อวี้หว่อ(Yu wo),170.10 บาท
2073,Roxenia โรเซเนีย เล่ม 1 ภาค เซเรลล่า,minikikaboo,225.00 บาท
2074,Assassin's Creed ตอน เรอแนซองซ์,โอลิเวอร์ บาวเดน,292.50 บาท
2075,HOW TO BE GAME IDOL คู่มือเกมไอดอล เล่ม 5 ภาคปฏิบัติ,ล.โลกลัลล้า,342.00 บาท
2076,Roxenia โรเซเนีย เล่ม 2 ภาค แดนเทพ,minikikaboo,270.00 บาท
2077,Night Witch รัตติกาลแม่มด เล่ม 2 (จบ),Masato Yu,243.00 บาท
2078,ผู้พิทักษ์หนูน้อยหมวกแดง ภารกิจที่ 3 การ์เดียน รียูเนียน,เนบิวลา,188.10 บาท
2079,Curse Of Lost Heaven สาป ล่า สวรรค์ เล่ม2,Penguin Lord,152.10 บาท
2080,นานานะ ล่าขุมสมบัติปริศนา ล.2,Kazuma Ootorino,144.00 บาท
2081,เจ้าชายแห่งหายนะ Vol.02 ตอนงานเลี้ยงของซาลีฟ,Oginome Yuki,188.10 บาท
2082,The Legend of Sun Knight พลิกตำนานเทพอัศวิน 3,อวี้หว่อ(Yu wo),125.10 บาท
2083,มาโอ ตอนแมว (ไม่) โง่กับพ่อมดระดับ 71,ลวิตร์,89.10 บาท
2084,เจ้าชายแห่งหายนะ Vol.04 ตอนนครของเวอร์เลจ,Oginome Yuki,152.10 บาท
2085,Vampire Company Vol.3,ZerzeS,125.10 บาท
2086,"No Hero รัตติกาล...อันตราย Vol.8 ตอน The End, The Beginning (ภาคจบ)",อวี้หว่อ(Yu wo),134.10 บาท
2087,The Legend of Sun Knight พลิกตำนานเทพอัศวิน 7,อวี้หว่อ(Yu wo),125.10 บาท
2088,เพชรพระอุมา 48 ปี ล.26 ตอนจอมพราน 2,พนมเทียน,202.50 บาท
2089,ตัวฉันกับวันสิ้นโลก ล.1,กองบรรณาธิการ,112.50 บาท
2090,The Legend of Sun Knight พลิกตำนานเทพอัศวิน 1 (การ์ตูน),อวี้หว่อ(Yu wo),62.10 บาท
2091,นักสืบวิญญาณยาคุโมะ 3 ตอนแสงสว่าง ณ ปลายทางความมืด,Kaminaga Manabu,161.10 บาท
2092,GOD Vol.2,อวี้หว่อ(Yu wo),116.10 บาท
2093,Vampire Company Side Story,ZerzeS,179.10 บาท
2094,B.A.D.มายุสุมิหัวเราะเยาะละครตบตาของแมว5,กองบรรณาธิการ,153.00 บาท
2095,บันทึกของอัมเบอร์ Vol.1 ตอนดวงตาแห่งราตรีกาล,P.W. Catanese,161.10 บาท
2096,The Intimate Companion,ZerzeS,170.10 บาท
2097,ไอดอลสาวชาวไร่ ล.1,กองบรรณาธิการ,130.50 บาท
2098,GOD Vol.4,อวี้หว่อ(Yu wo),98.10 บาท
2099,ท่านประธานบริษัทผู้เป็นอมตะ Vol.01,IL Z Elixir,179.10 บาท
2100,ไอดอลสาวชาวไร่ ล.3,Shirow Shiratori,144.00 บาท
2101,The Legend of Sun Knight พลิกตำนานเทพอัศวิน 2 (การ์ตูน),อวี้หว่อ(Yu wo),62.10 บาท
2102,The Intimate Companion คู่หูต่างขั้ว ภาค 5 แสงสว่างในเงามืด,ZerzeS,179.10 บาท
2103,Naga นัยน์ตามรณะ Vol.06 ตอนไร้นาม (ภาคจบ),Ri Jing Chuan,134.10 บาท
2104,GOD Vol.6,อวี้หว่อ(Yu wo),98.10 บาท
2105,ปริศนาราตรี Vol.02,วิมพ์วิภา,116.10 บาท
2106,ปฏิบัติการพลิกวิกฤตสวนสนุก ล.3,กองบรรณาธิการ,144.00 บาท
2107,(Un) Real มายาเสมือนจริง Vol.01 ตอนความลับของตุ๊กตา (ภาคต้น),อวี้หว่อ(Yu wo),134.10 บาท
2108,The Intimate Soul-Hunting ภารกิจล่าวิญญาณ,ZerzeS,197.10 บาท
2109,The Manual คู่มือครองโลก ฉบับมนุษย์ธรรมดา Vol.01,M. Cat,125.10 บาท
2110,GOD Vol.7,อวี้หว่อ(Yu wo),107.10 บาท
2111,Friday's Night รัตติกาลรวมวิญญาณ 1,ZerzeS,161.10 บาท
2112,บันทึกของอัมเบอร์ Vol.3 ตอนจุดจบแห่งกาลเวลา,P.W. Catanese,206.10 บาท
2113,พิธีอัญเชิญเทพอาถรรพ์ 2,AKIHIKO ODO,161.10 บาท
2114,Vampire Company Vol.2,ZerzeS,125.10 บาท
2115,วานาดีสกับราชันกระสุนมนตรา เล่ม3,Lawaguchi Tsukasa,144.00 บาท
2116,ตะวันรัตติกาล The Dark Sun Vol.1,อวี้หว่อ(Yu wo),98.10 บาท
2117,มายาจอมคาถา My Wicked Wizard ล.5,V.Rondell,153.00 บาท
2118,100 เหตุผลที่อาหารของพวกเธอห่วยแตก ล.1,Koroku Takano,144.00 บาท
2119,ผู้เสกทราย ภาค 2 วสันต์กับเหมันต์ เล่ม 2,ลวิตร์,170.10 บาท
2120,The Sunken Moon ปริศนาพิภพมายา ภาคพิเศษ 3,Shui Quan,134.10 บาท
2121,The Legend of Sun Knight พลิกตำนานเทพอัศวิน 5,อวี้หว่อ(Yu wo),152.10 บาท
2122,มาโอ ตอนแมวหิมะจากแดนเหนือ,ลวิตร์,152.10 บาท
2123,สึคุโมะโด ร้านวัตถุโบราณพิศวง 6,AKIHIKO ODO,170.10 บาท
2124,The Sunken Moon ปริศนาพิภพมายา 9,Shui Quan,143.10 บาท
2125,Quick Save&amp;Load ปริศนาล่าท้าเวลา Vol.01,Ayukawa Ayumu,161.10 บาท
2126,The Sunken Moon ปริศนาพิภพมายา 1,Shui Quan,134.10 บาท
2127,เพชรพระอุมา 48 ปี ล.28 ตอนจอมพราน 4,พนมเทียน,202.50 บาท
2128,JINSEI จินเซย์ ล.1,Ougyo Kawagishi,144.00 บาท
2129,ปริศนาความทรงจำ (Hyouka 1),Yonezawa Honobu (โฮโนบุ โยเนซาวะ),125.10 บาท
2130,ทาลีสมัน หายนะแห่งนครทองคำ,Finch (ฟินช์),152.10 บาท
2131,Undead ไวรัสคร่าวิญญาณ Vol.05,Man Xuan Lv,125.10 บาท
2132,The Sunken Moon ปริศนาพิภพมายา 2,Shui Quan,134.10 บาท
2133,ปริศนาราตรี Vol.01,วิมพ์วิภา,116.10 บาท
2134,นักรับจ้างล้างแค้น 3,Suzuki Masumi,134.10 บาท
2135,นักรับจ้างล้างแค้น 1,Suzuki Masumi,152.10 บาท
2136,The Intimate Companion คู่หูต่างขั้ว ภาค 4 ปริศนาแดนลับแล,ZerzeS,170.10 บาท
2137,Quick Save&amp;Load ปริศนาล่าท้าเวลา Vol.02,Ayukawa Ayumu,179.10 บาท
2138,GOD Vol.5,อวี้หว่อ(Yu wo),107.10 บาท
2139,7 Brothers นี่หรือ...คือน้องชายผม! Vol.02 ภาคการตัดสินใจ,Roon,179.10 บาท
2140,พลังป่วนก๊วนเหนือธรรมชาติ ล.1,Kota Nozomi,144.00 บาท
2141,หนุ่มสามัญกับสาวหลุดโลก ล.3,กองบรรณาธิการ,153.00 บาท
2142,คู่มือการเป็นราชาปีศาจฉบับ (ที่เขาว่ามาว่ามัน) สมบูรณ์,Penguin Lord,197.10 บาท
2143,Undead ไวรัสคร่าวิญญาณ 6,Man Xuan Lv,125.10 บาท
2144,Kill No More พันธสัญญา ล่า สังหาร 8,อวี้หว่อ(Yu wo),161.10 บาท
2145,Time to Tales นิทาน...นิทรา Vol.1 ภาคนิทานฆาตกรรม,ZerzeS,134.10 บาท
2146,เจ้าชายแห่งหายนะ 5 คัมภีร์ของเรย์บารี่,Oginome Yuki,188.10 บาท
2147,Undead ไวรัสคร่าวิญญาณ Vol.04,Man Xuan Lv,125.10 บาท
2148,Another History อีกหนึ่งตำนานอัน...!? ภาคอัลฟ่า,sarafim,197.10 บาท
2149,(Un) Real มายาเสมือนจริง Vol.02 ตอนความลับของตุ๊กตา (ภาคจบ),อวี้หว่อ(Yu wo),134.10 บาท
2150,Kill No More พันธสัญญาล่าสังหาร 8 + Box,อวี้หว่อ(Yu wo),359.10 บาท
2151,Daemon Bakery 2,ลวิตร์,197.10 บาท
2152,สาวน้อยวรรณกรรมกับนางฟ้าผู้ต้องมลทิน ล.5,PRUEKSA AMARUJI / GOIT STUDIO,153.00 บาท
2153,จอมนางอหังการ โอดะโนยุนะ เล่ม3,กองบรรณาธิการ,144.00 บาท
2154,No Hero รัตติกาล...อันตราย Vol.1 ตอน Vampire Chamberlain,อวี้หว่อ(Yu wo),125.10 บาท
2155,Razana ศึกกู้อาณาจักรแห่งเทพ ภาค 3 สงครามกู้อาณาจักร,Lady Aoween,206.10 บาท
2156,1880 วัตสัน&โฮล์ม คดีที่5 ปริศนาหุ่นเหล็กกลืนเลือด,เลออน,152.10 บาท
2157,BlaCX เล่มที่ 31 โศกเสียงสะท้อนเศร้า,รวมนักเขียน,80.10 บาท
2158,เมมฟิสโต พรสาปซาตาน เล่ม 3 ตอนหนังสือต้องสาปแห่งเมืองตูริน,YAHREA,89.10 บาท
2159,ชิเร ตรรกะ เกมฆาตกรรม คดีที่ 9 วันแห่งการพิพากษา (อวสาน),แทน,179.10 บาท
2160,Knight Dragon พันธุ์มังกรป่วนโลก ฉบับสมบูรณ์,Finch (ฟินช์),198.00 บาท
2161,กฏบัตรขจัดสาวน้อยเวทมนตร์ เล่ม 2,Hiro Itou,251.10 บาท
2162,Paric L'escale ที่พักนักท่องมิติ เล่ม 1,Black J.,215.10 บาท
2163,รุ่งอรุณสีเลือด (GLASS SWORD),วิกตอเรีย เอฟยาร์ด,355.50 บาท
2164,Paric L'escale ที่พักนักท่องมิติ เล่ม 3,Black J.,197.10 บาท
2165,Paric L'escale ที่พักนักท่องมิติ เล่ม 2,Black J.,188.10 บาท
2166,ยุทธภพออนไลน์ ภาค 2 เล่ม 23 ภาคราชันมารสะท้านยุทธภาพ ตอน นักฆ่าหัวหน้ากิลด์อวตาร,ปากกาแดงดำ,306.00 บาท
2167,Residence of Monsters ก๊วนปีศาจอลเวง ล.5,หลันฉีจั่วเริ่น,180.00 บาท
2168,อัศวินแห่งเจ็ดราชอาณาจักร (A KNIGHT OF THE SEVEN KINGDOMS),จอร์จ อาร์. อาร์. มาร์ติน,310.50 บาท
2169,สุสานแห่งเงา เล่ม 3 ชุด Seven Wonders,PETER LERANGIS,148.50 บาท
2170,The Legend of Sun Knight 39 เปิดตำนานใหม่...เทพอัศวิน Vol.01,อวี้หว่อ(Yu wo),143.10 บาท
2171,Black Flower คำสาปใต้เงาแค้น Vol.02,อวี้หว่อ(Yu wo),134.10 บาท
2172,เซรีญา ภาคเจ้าหญิงแห่งอันเซลมา เล่ม 2,ลวิตร์,143.10 บาท
2173,Undead ไวรัสคร่าวิญญาณ Vol.02,Man Xuan Lv,125.10 บาท
2174,ตะวันรัตติกาล The Dark Sun Vol.4,อวี้หว่อ(Yu wo),125.10 บาท
2175,The Kane Chronicles 3 ล่าเงาพญางู (ปกแข็ง),Rick Riordan (ริค ไรออร์แดน),350.10 บาท
2176,Evil Hour ชั่วโมงลุ้นระทึก 1,Ke Rui,107.10 บาท
2177,ช่วย (กลับไป) ที คุณฮีโร่!? (Who) Call for Hero!?,Penguin Lord,224.10 บาท
2178,สึคุโมะโด ร้านวัตถุโบราณพิศวง 4,AKIHIKO ODO,161.10 บาท
2179,Naga นัยน์ตามรณะ Vol.02 ตอนภาพยันต์ผนึกเทพ (ภาคต้น),Ri Jing Chuan,125.10 บาท
2180,สึคุโมะโด ร้านวัตถุโบราณพิศวง Vol.02,AKIHIKO ODO,152.10 บาท
2181,Evil Hour ชั่วโมงลุ้นระทึก 3,Ke Rui,188.10 บาท
2182,Another History อีกหนึ่งตำนานอัน...!? ภาคโอเมก้า เล่มต้น,sarafim,206.10 บาท
2183,Harry Potter and the Cursed Child เล่มพิเศษ ฉบับภาษาอังกฤษ (US),เจ .เค โลลิ่ง,953.10 บาท
2184,Knight of Darkness ปีศาจอัศวิน Special Vol.01,มู่เฉิน,125.10 บาท
2185,Blue Vestige ปริศนาจักรกล Vol.02,Shui Quan,125.10 บาท
2186,Evil Hour ชั่วโมงลุ้นระทึก 5,Ke Rui,116.10 บาท
2187,Double Voyager คู่หูคู่ป่วน Vol.01,Tian Zui (เทียนจุ้ย),143.10 บาท
2188,เจ้าชายแห่งหายนะ Vol.01 ตอนเลือดของไวซาล,Oginome Yuki,179.10 บาท
2189,Black Flower คำสาปใต้เงาแค้น Vol.03,อวี้หว่อ(Yu wo),143.10 บาท
2190,"No Hero รัตติกาล...อันตราย Vol.7 ตอน The End, The Beginning (ภาคต้น)",อวี้หว่อ(Yu wo),125.10 บาท
2191,ทาลีสมัน ยมทูตล่าวิญญาณ,Finch (ฟินช์),152.10 บาท
2192,Undead ไวรัสคร่าวิญญาณ Vol.01,Man Xuan Lv,116.10 บาท
2193,ตะวันรัตติกาล The Dark Sun Vol.3,อวี้หว่อ(Yu wo),125.10 บาท
2194,Naga นัยน์ตามรณะ Vol.03 ตอนภาพยันต์ผนึกเทพ (ภาคจบ),Ri Jing Chuan,125.10 บาท
